logical_bundle,source_file,source_kind,string
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle.bin,unpacked_stream,"{""**\uff08\u548c\uff09\u5988"",""**\uff08\u548c\uff09\u5abd"",""*\u674e*\u6d2a*\u5fd7*\u963f\u6241"",""*\u6cd5*\u8f2a*\u529f*"",""*\u6cd5*\u8f6e*\u529f*"",""*\u6ce5\u99ac"",""*\u6ce5\u9a6c"",""+\u627ew\u91f9"",""+\u627ew\u9495"",""00sm.cn"",""01gh.com"",""025game.cn"",""0571qq.com"",""09city.com"",""1-\u4e09\u6c1f\u4e59\u70f7"",""1-\u4e09\u6c2f-2"",""1-\u4e09\u6c2f\u4e59\u70f7"",""1-\u4e09\u6c2f\u92c5\u9178-4-\u4e8c\u7532\u6c28\u57fa\u91cd\u6c2e\u82ef"",""1-\u4e09\u6c2f\u950c\u9178-4-\u4e8c\u7532\u6c28\u57fa\u91cd\u6c2e\u82ef"",""1-\u4e59\u57fa\u4e01\u9187"",""1-\u4e8c\u4e59\u57fa\u6c28\u57fa-4-\u6c28\u57fa\u620a\u70f7"",""1-\u4e8c\u4e59\u6c27\u57fa\u4e59\u70f7"",""1-\u4e8c\u6c2f-1-\u785d\u57fa\u4e59\u70f7"",""1-\u4e8c\u6c2f\u4e19\u916e"",""1-\u4e8c\u6c2f\u4e59\u70ef"",""1-\u4e8c\u6c2f\u4e59\u70f7"",""1-\u4e8c\u7532\u6c27\u57fa\u4e59\u70f7"",""1-\u58ec\u70ef"",""1-\u5df1\u7094"",""1-\u5df1\u70ef"",""1-\u5e9a\u7094"",""1-\u5e9a\u70ef"",""1-\u5f02\u4e19\u57fa-3-\u7532\u57fa\u5421\u5511-5-\u57fa"",""1-\u620a\u7094"",""1-\u620a\u70ef"",""1-\u620a\u70ef-3-\u916e"",""1-\u620a\u786b\u9187"",""1-\u620a\u9187"",""1-\u620a\u919b"",""1-\u6c1f-2"",""1-\u6c2f-1-\u785d\u57fa\u4e19\u70f7"",""1-\u6c2f-2-\u4e01\u70ef"",""1-\u6c2f-2-\u4e19\u9187"",""1-\u6c2f-2-\u6eb4\u4e19\u70f7"",""1-\u6c2f-2-\u6eb4\u4e59\u70f7"",""1-\u6c2f-3-\u6c1f\u4e19"",""1-\u6c2f-3-\u6eb4\u4e19\u70f7"",""1-\u6c2f-3-\u7532\u57fa\u4e01\u70f7"",""1-\u6c2f\u4e01\u70f7"",""1-\u6c2f\u4e19\u70f7"",""1-\u6c2f\u5316\u8418"",""1-\u6c2f\u620a\u70f7"",""1-\u6eb4-2"",""1-\u6eb4\u4e01\u70f7"",""1-\u6eb4\u4e19\u70f7"",""1-\u73af\u5df1\u57fa\u6b63\u4e01\u70f7"",""1-\u74b0\u5df1\u57fa\u6b63\u4e01\u70f7"",""1-\u7532\u57fa\u5f02\u55b9\u5549"",""1-\u7532\u57fa\u620a\u9187"",""1-\u7532\u57fa\u7570\u55b9\u5549"",""1-\u7532\u57fa\u8418"",""1-\u7570\u4e19\u57fa-3-\u7532\u57fa\u5421\u5511-5-\u57fa"",""1-\u7678\u70ef"",""1-\u785d\u57fa\u4e01\u70f7"",""1-\u785d\u57fa\u4e19\u70f7"",""1-\u785d\u57fa\u8418"",""1-\u7f9f\u73af\u4e01-1-\u70ef-3"",""1-\u7fa5\u74b0\u4e01-1-\u70ef-3"",""1-\u82ef"",""1-\u8418\u57fa\u786b\u8132"",""1-\u8418\u6c27\u57fa\u4e8c\u6c2f\u5316\u81a6"",""1-\u841"
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,Break
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,Good Luck!Q
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,"ImproveQualityInherit"""
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,Inherit_NewZ
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,Mluck
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,OPrayQ
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,Oluck
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,TicketsID
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,aTicket
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,"bBreak"")"
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,o protect the w
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,oRefineS
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,sTickets
lua_data_data_2.bundle,17dc68a7b7b5f9dd8ecaa089c5df99f4.bundle,bundle_raw,sTicketsm
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""RefineSlot""] = {"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""costZenyOfInherit""] = 1000,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""costZenyOfInherit""] = 2000,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""costZenyOfInherit""] = 3000,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""RefineSlot""] = {},"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""costZenyOfInherit""] = 4000,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""type""]=""RefineLevel"""
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""ActionLoopName""]=""Pray_Loop"","
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""ActionName""]=""Pray"","
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""CanRefine""]= 0,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""CanRefine""]= 1,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1026432,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 10368,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 103680,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 104976,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1049760,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 105624,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1057536,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 106272,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 10692,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1073088,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 108,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1080,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1104192,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 11179944,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1119744,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1126656,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 114048,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 11407392,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1154736,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 11664,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 116640,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 117504,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 117936,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 119232,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 120528,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1207224,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 124416,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 12737088,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1275264,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1285632,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 12912048,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1296,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 12960,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 138024,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 139968,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 140832,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1410048,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1415232,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 14256,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 14329224,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1446336,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 14688,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1472256,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 14904,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 14906592,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1492992,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1539648,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 15552,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 155520,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 157464,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1574640,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1586304,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 158976,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 159408,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 160704,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1609632,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 162,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1620,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 165888,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1679616,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1689984,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1700352,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 171072,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 17111088,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1728,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 17280,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1732104,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 17496,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 174960,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 176256,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 176904,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 184032,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 186624,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1886976,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 19105632,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1912896,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1928448,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 1944,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 19440,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 19872,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 20088,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 20736,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 207360,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 209952,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 211248,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2115072,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 212544,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 21384,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 216,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2160,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2169504,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 22032,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2208384,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 22359888,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2239488,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2253312,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 228096,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2309472,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 23328,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 233280,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 235008,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 235872,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2379456,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 238464,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 241056,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2414448,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 248832,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2519424,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2534976,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2550528,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 2592,"
lua_data_data_4.bundle,68fcb27656aacf5e2ae6ed6d8b6b0473.bundle.bin,unpacked_stream,"[""EnchantInheritValue""]= 25920,"
